CLIENTE,CP,SEXO,PLAN,SEM_ATRASO,SALDO,ATRASO,MORAS,P_INICIAL,P_SEMANAL,BONIF_MORAS,PLAZO_DIAS,BONIF_INTERESES,POR_DEVENGAR
13082,45410,F,LIQUIDACION,62,18629,15710,10182,1902,314,10182,364,0,1765.68
13083,45403,F,REGULARIZACION,7,20448,1732,148,892,468,0,42,0,10589
13084,45418,M,LIQUIDACION,143,2869,2869,2841,455,305,2841,42,584,0
13085,45405,M,LIQUIDACION,177,7889,7889,1717,797,197,1717,252,0,0
13086,45410,M,LIQUIDACION,42,4430,4430,4365,670,447,4365,42,1078,0
13086,45410,M,LIQUIDACION,43,4430,4430,4365,670,447,4365,42,1078,0
13087,45404,M,LIQUIDACION,77,10677,10384,5420,798,497,4336,154,0,175
13088,45409,F,LIQUIDACION,46,12005,7980,5233,1134,286,5233,252,0,2420.2
13089,45403,M,REESTRUCTURA,19,11636,3671,374,601,145,22,546,0,
13090,45406,M,REESTRUCTURA,16,11941,5002,907,643,290,0,294,0,
13091,45404,F,REESTRUCTURA,23,10413,4123,1582,600,135,0,588,0,
13092,45405,F,REGULARIZACION,7,6057,1848,300,792,340,0,63,0,2374
13093,45408,M,LIQUIDACION,21,20616,5900,444,12098,0,213,0,0,8749
13094,54925,F,LIQUIDACION,508,1945,1945,1945,1031,0,1945,0,914,0
13095,54920,F,LIQUIDACION,446,10763,10763,10763,55,905,10763,42,5278,0
13096,54930,F,LIQUIDACION,42,25020,13068,9301,2700,481,6511,364,0,6459
13097,54933,M,LIQUIDACION,401,32224,32224,27473,10991,0,27473,0,21233,0
13098,54920,M,LIQUIDACION,472,2303,2303,2303,1472,0,2303,0,831,0
13099,54935,F,LIQUIDACION,385,1589,1589,1589,743,0,1589,0,846,0
13100,54920,F,NI,49,1975,1975,2192,1975,0,2192,0,,
13101,54985,F,LIQUIDACION,43,9884,9884,8526,2204,256,8526,210,0,0
13102,54929,F,LIQUIDACION,216,28861,28861,26912,12393,0,26912,0,16468,0
13103,54933,F,LIQUIDACION,480,3704,3704,3704,1676,0,3704,0,2028,0
13104,54960,F,LIQUIDACION,527,1255,1255,830,752,0,830,0,503,0
13105,54920,M,LIQUIDACION,189,5099,5099,5099,2319,0,5099,0,2780,0
13106,54920,F,LIQUIDACION,519,27970,27970,23803,12482,0,23803,0,15488,0
13107,54935,F,REGULARIZACION,13,23392,5962,1045,1045,622,0,168,0,9888
13108,54930,F,NI,345,871,871,4464,298,325,1786,70,,
13109,54933,M,LIQUIDACION,370,7052,7052,5759,3128,0,5759,0,3924,0
13110,55719,F,REGULARIZACION,13,3544,2108,597,1000,283,0,63,0,524
13111,55790,M,REGULARIZACION,10,34140,3861,367,878,522,0,273,0,17585
13112,54920,M,LIQUIDACION,180,6372,6372,4910,6086,0,4910,0,286,0
13113,54930,M,REGULARIZACION,13,18458,3818,1185,732,545,0,105,0,8197
13114,54930,F,LIQUIDACION,196,9767,9767,6371,1105,336,6371,168,598,0
13115,54920,F,LIQUIDACION,298,15183,15183,14797,62,1070,14797,42,8701,0
13116,55000,M,LIQUIDACION,371,7823,7823,7723,2851,0,7723,0,4972,0
13117,55780,M,LIQUIDACION,396,13086,13086,11322,1334,226,11322,364,0,0
13118,55714,M,REGULARIZACION,8,14246,1790,72,898,396,0,63,0,6769
13119,54938,M,LIQUIDACION,384,12464,12464,12464,1256,467,12464,168,0,0
13119,54938,M,LIQUIDACION,382,11363,11363,12464,1063,400,12464,168,700,0
13120,54930,F,LIQUIDACION,175,22851,22851,9449,2259,396,9449,364,0,0
13121,54935,F,LIQUIDACION,12,7524,2204,89,611,603,0,56,0,3209
13122,54920,M,LIQUIDACION,186,12070,12070,10456,6213,0,10456,0,5857,0
13123,55719,M,LIQUIDACION,54,7686,7686,5937,4016,0,5937,0,3670,0
13124,54935,F,REGULARIZACION,12,37780,4168,524,797,555,0,168,0,20290
13125,54933,F,LIQUIDACION,270,9002,9002,8668,1427,952,8668,42,1863,0
13126,54930,M,REGULARIZACION,9,16371,3611,408,999,580,0,63,0,7730
13127,54935,M,LIQUIDACION,51,9837,9837,6960,1541,1027,6960,42,2134,0
13128,43800,F,LIQUIDACION,171,5618,5618,3721,2541,0,3721,0,3077,0
13129,54930,F,LIQUIDACION,17,5644,1987,147,468,462,0,56,0,2293
13130,54920,M,LIQUIDACION,304,9453,9453,9453,3636,0,9453,0,5817,0
13131,54920,F,LIQUIDACION,43,9815,7316,5300,1190,560,5300,84,1285,1513
13132,55600,M,REGULARIZACION,9,10923,1962,398,658,378,0,84,0,3440
13133,54930,F,REGULARIZACION,10,24522,2952,403,646,655,0,63,0,13310
13134,55710,M,LIQUIDACION,266,10863,10863,10431,10252,0,10431,0,611,0
13135,54932,F,LIQUIDACION,77,24034,19890,7701,2360,581,6161,280,0,2452
13136,54930,M,REGULARIZACION,9,13731,2097,307,482,474,0,63,0,6041
13137,54930,F,LIQUIDACION,79,10493,10493,7210,930,466,7210,126,1175,0
13138,54935,M,LIQUIDACION,48,16050,9615,5750,1512,285,5750,336,0,3866.61
13139,55719,F,LIQUIDACION,242,12433,12433,4881,1253,215,4881,364,0,0
13140,54930,M,LIQUIDACION,221,21419,21419,17806,9664,0,17806,0,11755,0
13141,55770,F,LIQUIDACION,16,7683,3152,960,776,775,0,56,0,2739
13142,54930,F,LIQUIDACION,68,25872,17952,7940,1885,556,6352,322,0,4800
13143,54938,M,LIQUIDACION,57,23569,14763,7742,11372,0,7742,0,7076,5275.78
13144,55790,M,LIQUIDACION,150,13179,13179,7646,6812,0,7646,0,6367,0
13145,55780,M,LIQUIDACION,43,5879,5879,5959,575,102,5959,364,0,0
13146,1650,M,LIQUIDACION,48,13677,13677,9517,2497,432,9517,168,812,0
13147,54930,F,LIQUIDACION,38,8210,6340,4123,1002,346,4123,126,749,1102.75
13147,54930,F,LIQUIDACION,41,8210,6829,4123,1028,482,4123,84,1209,814.75
13148,54926,M,REGULARIZACION,13,22787,3152,322,579,465,0,105,0,11752
13149,54930,M,REGULARIZACION,11,27390,4067,282,1192,685,0,84,0,13272
13150,55796,F,REGULARIZACION,10,6383,2528,413,845,417,0,126,0,2081
13151,55029,F,REGULARIZACION,8,16195,1967,346,609,585,0,42,0,7195
13152,54935,M,LIQUIDACION,14,3125,1004,260,303,299,0,56,0,993
13153,54932,M,REGULARIZACION,9,54027,4001,687,1416,1096,0,42,0,29024
13154,62590,M,LIQUIDACION,532,24735,24735,31316,2803,940,25053,210,0,0
13154,62590,M,LIQUIDACION,533,24735,24735,31316,2475,742,31316,210,0,0
13155,62590,F,LIQUIDACION,12,46559,14040,521,28708,0,0,0,0,18373
13156,62580,M,LIQUIDACION,281,26772,26772,26325,2682,803,26325,210,0,0
13156,62580,M,LIQUIDACION,280,27272,27272,26325,2732,818,26325,210,0,0
13156,62580,M,LIQUIDACION,280,26272,26272,26325,2632,788,26325,210,0,0
13156,62580,M,LIQUIDACION,279,27772,27772,26325,2782,833,26325,210,0,0
13157,62572,F,LIQUIDACION,226,10711,10711,10671,5308,0,10671,0,5403,0
13158,62580,F,LIQUIDACION,164,14928,14928,19291,1488,448,19291,210,0,0
13159,62586,F,LIQUIDACION,186,1352,1352,1352,622,0,1352,0,730,0
13160,62592,F,REGULARIZACION,5,20302,2870,234,1158,648,0,147,0,9001
13161,56334,M,LIQUIDACION,18,9645,4740,876,1339,1334,0,56,0,2327
13162,62589,F,LIQUIDACION,13,36951,6414,1820,20008,0,473,0,0,18289
13163,62590,M,LIQUIDACION,490,6565,6565,6491,1501,422,6491,84,0,0
13164,62586,F,LIQUIDACION,13,4443,1521,372,1260,364,78,49,0,1368
13165,62566,F,LIQUIDACION,353,11236,11236,14573,6399,0,14573,0,4837,0
13166,62797,F,NI,34,373.78,373.78,270.58,75,25,270.58,12,,
13167,62580,M,LIQUIDACION,206,4578,4578,6132,2320,0,6132,0,2258,0
13168,62599,F,NI,382,2559,2559,17534,1250,654,17534,14,,
13169,62595,M,REGULARIZACION,7,20753,1973,67,637,480,0,63,0,11823
13170,62620,M,REGULARIZACION,6,7920,1188,168,594,358,0,42,0,3479
13171,62790,M,REGULARIZACION,9,8624,3195,466,826,389,0,84,0,3011
13172,62790,M,LIQUIDACION,15,3699,3159,825,479,474,280,56,0,224
13173,62597,M,LIQUIDACION,110,13595,13595,8718,1279,484,8718,168,700,0
13174,62760,M,LIQUIDACION,70,9117,9117,8958,5918,0,8958,0,3199,0
13174,62760,M,LIQUIDACION,66,7117,7117,8958,4613,0,8958,0,2504,0
13174,62760,M,LIQUIDACION,67,7117,7117,8958,4613,0,8958,0,2504,0
13175,62790,M,LIQUIDACION,240,7623,7623,7339,1499,936,7339,42,508,0
13176,62790,M,LIQUIDACION,17,11221,4006,810,7730,0,0,0,0,4301
13177,62594,M,LIQUIDACION,48,2371,2371,1759,1678,0,1759,0,693,0
13178,62597,F,LIQUIDACION,52,13864,13864,7860,1238,621,7860,126,1448,0
13179,62760,M,REGULARIZACION,8,11137,1832,259,490,534,0,42,0,5325
13180,62587,F,NI,17,1717.42,1717.42,593.18,800,184,593.18,5,,
13181,74227,M,LIQUIDACION,25,8884,5580,908,8374,0,0,0,0,1418
13182,62590,M,LIQUIDACION,63,11775,11042,7192,1994,533,7192,126,0,409.21
13183,62590,M,LIQUIDACION,75,21660,21660,11262,3001,905,11262,126,2369,0
13184,62586,F,LIQUIDACION,16,8815,3440,887,1013,846,328,56,0,2490
13185,62595,F,REGULARIZACION,8,10518,2024,288,1005,383,0,84,0,3728
13186,62586,M,REGULARIZACION,12,22273,4230,420,798,555,0,147,0,9818
13187,62583,F,REGULARIZACION,10,24982,3410,123,792,561,0,126,0,12389
13188,62790,M,LIQUIDACION,79,21368,20002,7857,18295,0,7857,0,2276,851.54
13188,62790,M,LIQUIDACION,33,5178,3900,6955,3048,0,6955,0,1387,797.03
13189,62599,M,LIQUIDACION,57,13180,12100,6158,1304,326,6158,252,0,555.88
13189,62599,M,LIQUIDACION,56,13180,11884,6158,1300,488,6158,168,0,667.05
13190,38020,M,REGULARIZACION,8,47522,5480,360,1400,1270,0,63,0,25316
13191,38035,F,LIQUIDACION,447,4235,4235,4710,301,309,4710,42,2080,0
13192,38014,F,REESTRUCTURA,17,14894,7113,524,771,305,0,336,0,
13193,38020,M,LIQUIDACION,224,7514,7514,3269,746,188,3269,252,0,0
13194,38068,M,LIQUIDACION,54,8880,8880,8295,900,266,8295,210,0,0
13195,38079,M,LIQUIDACION,78,11525,11525,6659,1145,346,6659,210,0,0
13196,38010,F,LIQUIDACION,51,26399,19987,11303,2535,439,11303,364,0,3306.85
13197,38000,M,LIQUIDACION,15,3770,1347,51,850,862,15,14,0,1391
13198,38048,F,LIQUIDACION,12,2137,1886,146,253,250,30,56,0,110
13199,38000,M,LIQUIDACION,105,20550,20550,7313,2038,356,7313,364,0,0
13199,38000,M,LIQUIDACION,104,20550,20550,7313,2038,356,7313,364,0,0
13200,38014,M,LIQUIDACION,73,7944,7944,5706,4607,0,5706,0,3337,0
13201,38024,F,LIQUIDACION,126,4669,4669,4877,443,167,4877,168,218,0
13202,38240,F,REGULARIZACION,13,13690,3355,503,778,488,0,105,0,6208
13203,38022,M,REGULARIZACION,21,2132,2132,87,251,246,0,56,0,0
13204,38098,F,REGULARIZACION,12,22473,2724,718,525,489,0,84,0,11919
13205,38060,F,REGULARIZACION,11,8849,3741,467,1099,517,0,84,0,2045
13206,56368,F,LIQUIDACION,14,3619,3619,1093,492,492,284,56,0,0
13207,56367,F,REGULARIZACION,9,14109,1437,208,537,283,0,84,0,7632
13208,56358,M,LIQUIDACION,51,8094,8094,6805,5536,0,6805,0,2558,0
13209,56367,M,LIQUIDACION,532,6060,6060,1544,1018,969,772,42,0,0
13210,56349,M,LIQUIDACION,128,6107,6107,6056,996,351,6056,84,899,0
13211,56366,F,LIQUIDACION,50,75230,37374,22500,38049,0,22500,0,15105,22477.44
13212,56363,F,REGULARIZACION,13,13878,3341,544,777,479,0,105,0,6302
13213,56360,F,REGULARIZACION,10,56584,7172,356,1534,1318,0,84,0,28874
13214,56364,F,LIQUIDACION,18,6884,3762,1434,766,761,0,56,0,1850
13215,56335,M,LIQUIDACION,301,29856,29856,8666,13701,0,8666,0,16155,0
13216,56340,M,LIQUIDACION,44,28650,26198,17435,2818,490,17435,364,0,1269.25
13217,56368,F,LIQUIDACION,549,6250,6250,1270,4007,0,1270,0,2243,0
13218,56334,M,REGULARIZACION,4,20963,1752,107,884,595,0,63,0,9997
13219,56330,M,LIQUIDACION,42,16298,7041,4929,8765,0,4929,0,2104,5531.19
13220,56335,F,LIQUIDACION,267,10939,10939,7997,5130,0,7997,0,5809,0
13221,56360,F,REGULARIZACION,7,36092,3493,565,1089,544,0,357,0,17958
13222,56359,F,REGULARIZACION,10,15254,1988,136,405,361,0,84,0,8058
13223,56360,M,REGULARIZACION,8,24173,3053,416,771,636,0,84,0,12569
13224,56364,F,REESTRUCTURA,16,33387,7595,1032,1488,362,350,630,0,
13225,56367,F,LIQUIDACION,13,615,615,105,503,466,0,56,0,0
13226,56330,F,LIQUIDACION,265,8992,8992,13641,4753,0,13641,0,4239,0
13227,56360,M,REGULARIZACION,13,14370,4428,447,1011,620,0,126,0,5919
13228,56350,F,REGULARIZACION,13,44389,8045,1531,1315,1144,0,126,0,21514
13229,56365,F,REGULARIZACION,13,22735,4062,1026,995,626,0,84,0,11267
13230,56350,F,REGULARIZACION,9,36874,6383,1242,1985,1263,0,84,0,16559
13231,56358,M,REGULARIZACION,10,38771,3757,136,825,702,0,84,0,21048
13232,56364,F,REESTRUCTURA,14,19023,6248,251,964,305,0,420,0,
13233,42980,F,LIQUIDACION,74,13392,13392,7685,1992,475,7685,168,0,0
13234,56357,F,LIQUIDACION,43,21776,12154,7351,2046,439,7351,294,0,5720.5
13235,56334,F,LIQUIDACION,56,5466,5466,11878,681,319,11878,84,957,0
13236,56367,F,LIQUIDACION,12,2651,2096,211,319,318,0,56,0,267
13237,56360,M,REGULARIZACION,7,11926,2877,98,1076,521,0,105,0,5291
13238,56350,F,REGULARIZACION,13,26348,7682,1633,1206,632,0,210,0,11235
13239,56334,M,LIQUIDACION,11,1755,1755,427,247,242,0,56,0,0
13240,56366,M,LIQUIDACION,231,20286,20286,12417,2034,351,12417,364,0,0
13241,56359,F,LIQUIDACION,11,886,706,57,403,122,1,28,0,85
13242,56334,F,REGULARIZACION,13,12207,4220,426,719,637,0,84,0,4101
13243,56356,M,REGULARIZACION,8,10157,2112,343,679,368,0,105,0,4796
13244,56330,F,LIQUIDACION,295,30746,30746,14581,12086,0,14581,0,18660,0
13245,56330,F,LIQUIDACION,63,11310,11310,7638,6714,0,7638,0,4596,0
13246,56368,F,REGULARIZACION,8,15863,2056,228,524,599,0,42,0,7553
13247,56330,F,REGULARIZACION,13,28608,5018,217,776,709,0,105,0,13136
13248,56334,F,REGULARIZACION,9,19892,2664,430,726,518,0,84,0,8040
13249,56334,M,LIQUIDACION,227,16794,16794,14436,2010,352,14436,294,0,0
13250,56350,M,REGULARIZACION,13,13355,2601,186,600,420,0,63,0,6462
13251,56359,F,REGULARIZACION,11,15052,3520,129,1043,592,0,84,0,6741
13252,56367,M,REGULARIZACION,10,20954,2614,180,533,469,0,84,0,11060
13253,56350,M,LIQUIDACION,282,8665,8665,5385,1058,499,5385,84,1619,0
13254,56367,F,LIQUIDACION,248,7908,7908,5556,4376,0,5556,0,3532,0
13255,56359,M,LIQUIDACION,222,12763,12763,7385,10088,0,7385,0,2675,0
13256,56330,F,REGULARIZACION,10,17103,3739,313,782,587,0,84,0,7400
13257,56359,M,REGULARIZACION,11,17732,3311,672,999,520,0,105,0,7887
13258,56359,M,REESTRUCTURA,18,5370,3561,1052,807,144,410,252,0,
13259,56334,F,LIQUIDACION,16,3725,2384,725,498,494,0,56,0,649
13260,56359,M,REGULARIZACION,10,10497,1839,317,596,384,0,63,0,5181
13261,56334,M,LIQUIDACION,88,14795,14795,8093,3497,269,8093,294,0,0
13262,56350,F,REGULARIZACION,10,14903,2849,346,1298,469,0,84,0,5754
13263,56357,F,LIQUIDACION,15,16963,3398,138,1124,1124,46,56,0,8176
13264,56334,F,LIQUIDACION,24,12913,4918,1175,2018,1042,0,56,0,4766
13265,56359,F,REGULARIZACION,10,9540,2520,173,530,459,0,84,0,3660
13266,56368,F,LIQUIDACION,14,9747,4191,557,964,963,144,56,0,2889
13267,56350,F,REGULARIZACION,10,5237,2260,435,863,458,0,63,0,1771
13268,56367,F,REGULARIZACION,10,16664,3186,335,706,529,0,126,0,6817
13269,56334,M,LIQUIDACION,16,4864,2698,678,582,582,0,56,0,1190
13270,56363,M,REGULARIZACION,10,38709,3782,177,793,687,0,84,0,20705
13271,56359,M,REESTRUCTURA,23,14150,5735,1409,765,176,0,588,0,
13272,56360,F,REGULARIZACION,13,23198,3132,444,710,462,0,105,0,12471
13273,56357,M,LIQUIDACION,123,15834,15834,6106,1578,297,6106,336,0,0
13274,56366,F,LIQUIDACION,25,3552,3552,271,413,408,146,56,0,0
13275,56356,F,REGULARIZACION,10,7658,1496,254,504,392,0,42,0,3440
13276,56365,F,REGULARIZACION,8,27136,2048,135,519,320,0,210,0,15096
13277,56359,M,LIQUIDACION,15,10615,2607,619,910,908,0,56,0,3849
13278,56334,M,REGULARIZACION,7,5497,1673,204,478,421,0,63,0,1855
13279,56357,F,REESTRUCTURA,11,8806,2614,374,1500,182,0,294,0,
13280,56356,F,REESTRUCTURA,11,13441,2533,514,1499,188,0,462,0,
13281,56334,F,LIQUIDACION,15,15488,2416,390,8113,0,0,0,0,7765
13282,56334,F,REGULARIZACION,5,29665,1754,121,1149,401,0,336,0,15819
13283,56366,M,REGULARIZACION,13,23765,3125,127,780,440,0,105,0,12480
13284,44984,F,LIQUIDACION,95,28892,28892,11272,2892,500,11272,364,0,0
13285,44960,M,LIQUIDACION,268,21236,21236,12990,70,1428,12990,35,14026,0
13286,44269,M,LIQUIDACION,537,12643,12643,9332,1273,379,9332,210,0,0
13287,44960,M,LIQUIDACION,129,9448,9448,6703,904,336,6703,168,480,0
13288,44986,M,NI,169,2260,2260,8558,9040,0,34232,0,,
13289,44960,M,LIQUIDACION,143,31208,31208,13598,17526,0,13598,0,13682,0
13289,44960,M,LIQUIDACION,142,31208,31208,13598,14108,0,13598,0,17100,0
13290,44960,M,REGULARIZACION,13,32825,4225,1029,1943,527,0,126,0,17944
13291,44960,F,LIQUIDACION,535,12076,12076,6768,1092,547,6768,126,1138,0
13292,44960,F,LIQUIDACION,513,5748,5748,2744,2955,0,2744,0,2793,0
13293,44977,M,LIQUIDACION,72,17493,16168,7075,1738,432,7075,252,0,797.88
13294,44960,F,LIQUIDACION,526,12837,12837,3115,1281,321,3115,252,0,0
13295,44960,M,LIQUIDACION,352,7080,7080,7080,2956,0,7080,0,4124,0
13296,44990,M,LIQUIDACION,274,15748,15748,10887,6875,0,10887,0,8873,0
13297,44960,M,LIQUIDACION,382,3340,3340,3340,1438,0,3340,0,1902,0
13298,44960,M,LIQUIDACION,420,5775,5775,4201,726,343,4201,84,933,0
13299,44960,F,NI,393,1802,1802,12575,1006,473,10060,49,,
13300,44740,F,LIQUIDACION,369,18477,18477,11727,7454,0,11727,0,11023,0
13300,44740,F,LIQUIDACION,370,18477,18477,11727,7454,0,11727,0,11023,0
13301,44960,F,LIQUIDACION,254,3747,3747,942,553,367,942,42,992,0
13302,63568,F,REGULARIZACION,13,25521,5975,224,999,836,0,105,0,11388
13303,44930,F,REGULARIZACION,13,31898,6992,1455,1121,970,0,126,0,14967
13304,44970,F,LIQUIDACION,171,7670,7670,5616,770,230,5616,210,0,0
13305,44960,M,LIQUIDACION,126,7443,7443,8514,723,160,8514,294,0,0
13305,44960,M,LIQUIDACION,127,7443,7443,8514,747,186,8514,252,0,0
13306,44620,F,LIQUIDACION,98,2271,2271,5021,360,242,5021,42,459,0
13307,45655,M,LIQUIDACION,145,21240,21240,8452,2463,394,6762,364,0,0
13308,44977,M,LIQUIDACION,278,5118,5118,3516,2690,0,3516,0,2428,0
13309,44969,F,LIQUIDACION,298,13945,13945,9802,1387,299,9802,294,0,0
13310,44970,F,LIQUIDACION,152,1861,1861,1159,1371,0,1159,0,490,0
13311,45530,F,LIQUIDACION,58,3060,3060,3040,3060,0,3040,0,0,0
13312,44960,M,LIQUIDACION,237,7684,7684,6673,4243,0,6673,0,3441,0
13313,45640,M,LIQUIDACION,59,20244,12655,6493,1920,360,6493,336,0,4569.47
13314,44960,F,LIQUIDACION,238,8607,8607,5698,3489,0,5698,0,5118,0
13315,44970,M,LIQUIDACION,238,10341,10341,7875,986,365,7875,168,595,0
13316,44960,F,LIQUIDACION,232,4180,4180,3266,1946,0,3266,0,2234,0
13317,44980,F,LIQUIDACION,62,13444,12070,6016,1265,471,6016,168,677,814.65
13318,44987,M,LIQUIDACION,79,23939,19908,7571,2352,405,7571,364,0,2387.33
13319,44960,M,LIQUIDACION,48,12936,12705,8306,1612,759,8306,84,2184,138.17
13319,44960,M,LIQUIDACION,49,12936,12936,8306,1944,916,8306,84,0,0
13320,45590,M,LIQUIDACION,76,17040,15989,8180,1601,600,8180,168,895,616.49
13321,22170,M,LIQUIDACION,195,19226,19226,9336,9621,0,9336,0,9605,0
13322,95096,M,LIQUIDACION,64,8608,8608,4846,6489,0,4846,0,2119,0
13323,22675,M,LIQUIDACION,13,2896,2896,424,376,368,0,56,0,0
13324,22160,F,REGULARIZACION,13,26401,4167,592,1216,489,0,189,0,12132
13325,22685,M,REGULARIZACION,13,18083,3001,112,751,538,0,63,0,7862
13326,71600,F,NI,391,1491,1491,10608,1491,0,10608,0,,
13327,71720,M,REGULARIZACION,8,23894,3137,111,1459,773,0,42,0,12320
13328,71700,M,LIQUIDACION,222,16365,16365,15507,7777,0,15507,0,8588,0
13329,71790,M,REGULARIZACION,11,27348,3801,558,1530,616,0,84,0,13814
13330,71770,M,LIQUIDACION,125,4962,4962,9031,4962,0,9031,0,0,0
13331,71070,F,REGULARIZACION,8,14150,1801,0,468,407,0,63,0,7453
13332,71600,F,NI,391,1537,1537,10948,1537,0,10948,0,,
13333,71610,F,REESTRUCTURA,25,7619,4179,1974,480,126,0,504,0,
13334,71606,F,NI,8,2485.12,2485.12,156.89,750,193,156.89,9,,
13335,71600,F,NI,229,1249,1249,6591,1248,0,6591,0,,
13335,71600,F,NI,229,1249,1249,6587,1248,0,6587,0,,
13336,71600,M,NI,274,31948,31948,185896,3004,536,185896,378,,
13337,71607,F,NI,271,26062,26062,150288,26062,0,150288,0,,
13338,71607,F,LIQUIDACION,188,7654,7654,6677,4206,0,6677,0,3448,0
13339,71604,M,LIQUIDACION,60,16778,12099,5331,1631,485,5331,210,0,2799.75
13340,71764,F,LIQUIDACION,14,4750,2056,415,978,976,0,21,0,1614
13341,88460,M,REGULARIZACION,9,11904,2058,332,687,390,0,84,0,4694
13342,71600,F,NI,8,3283.87,3283.87,207.28,850,271,207.28,9,,
13343,71607,M,LIQUIDACION,82,13919,13919,7232,10192,0,7232,0,3727,0
13344,71600,F,REGULARIZACION,13,18285,2525,531,733,365,0,105,0,9556
13345,40100,F,REGULARIZACION,12,16811,2598,234,473,521,0,63,0,8578
13346,40030,F,REGULARIZACION,13,49144,6571,1431,1119,555,0,609,0,25979
13347,40010,M,LIQUIDACION,17,4726,3304,1185,713,592,462,56,0,864
13348,40030,F,REGULARIZACION,12,24843,6486,754,1502,1262,0,63,0,10918
13349,40020,F,REESTRUCTURA,24,5011,4292,2105,609,269,0,210,0,
13350,40020,F,LIQUIDACION,14,1709,1643,196,506,175,0,56,0,32
13351,40090,M,LIQUIDACION,333,13964,13964,9067,5174,0,9067,0,8790,0
13352,40090,F,REGULARIZACION,11,7630,2534,548,1016,313,0,84,0,2691
13353,40090,F,LIQUIDACION,15,2184,2184,178,498,233,0,56,0,0
13354,40080,F,LIQUIDACION,12,7625,2999,302,5526,0,0,0,0,2402
13355,40110,M,LIQUIDACION,65,15157,15157,10581,15157,0,10581,0,0,0
13356,40110,F,REGULARIZACION,13,6710,3066,471,561,423,0,105,0,1958
13357,40090,M,REESTRUCTURA,12,8361,4860,201,429,271,0,210,0,
13358,40010,F,REESTRUCTURA,18,7226,4399,864,816,192,336,252,0,
13359,40112,M,REGULARIZACION,12,15600,3020,112,864,693,0,42,0,6820
13360,40100,M,LIQUIDACION,74,23542,22434,11853,13250,0,11853,0,9811,572.21
13361,56680,M,REGULARIZACION,13,64053,8411,1349,2607,847,0,273,0,34478
13362,56604,F,REGULARIZACION,13,14864,5434,423,905,666,0,105,0,4843
13363,56604,M,REGULARIZACION,13,34811,7487,536,1201,800,0,252,0,16284
13364,56860,M,REGULARIZACION,12,32359,6590,846,1499,959,0,105,0,15282
13365,56860,M,REESTRUCTURA,25,19519,11614,5126,2667,320,2768,420,0,
13366,56600,F,REGULARIZACION,13,63972,9422,1380,1725,1419,0,105,0,30845
13367,56644,F,REGULARIZACION,6,13137,2718,276,1026,722,0,63,0,5474
13368,56643,M,REGULARIZACION,10,15071,2570,470,714,469,0,84,0,6796
13369,56644,M,REGULARIZACION,4,38986,1544,94,800,522,0,63,0,22607
13370,56643,F,REESTRUCTURA,14,14220,3601,654,744,181,0,546,0,
13371,9750,M,LIQUIDACION,88,25605,23220,7726,21521,0,7726,0,2804,1440
13371,9750,M,LIQUIDACION,89,25605,23485,7726,17395,0,7726,0,7090,1280
13372,56860,F,LIQUIDACION,21,3066,3066,500,666,665,240,28,0,0
13373,56530,M,REGULARIZACION,13,18233,3430,129,799,408,0,147,0,8108
13374,56740,M,LIQUIDACION,41,14151,14151,10920,2000,866,10920,84,1759,0
13375,56530,F,LIQUIDACION,53,4037,4037,3992,2359,0,3992,0,1678,0
13376,56644,F,REGULARIZACION,9,12135,1979,132,802,411,0,63,0,5960
13377,56646,F,LIQUIDACION,269,2178,2178,1880,1345,0,1880,0,833,0
13378,56600,F,NI,5,23088.5,18563.52,673.41,4618,1540,673.41,12,,
13379,56600,F,NI,5,23088.5,18563.52,673.41,4618,1540,673.41,12,,
13380,56623,F,LIQUIDACION,22,5884,3576,395,710,652,0,56,0,963
13381,56644,F,LIQUIDACION,65,19951,13329,7689,5014,502,7689,168,784,4083.3
13381,56644,F,LIQUIDACION,67,19951,13672,7689,2092,373,6152,364,0,3872
13382,56607,M,REGULARIZACION,10,20014,3621,350,1140,480,0,210,0,7738
13383,56604,M,NI,223,15265,15265,74203,15265,0,74203,0,,
13384,56680,F,LIQUIDACION,339,11424,11424,8040,4412,0,8040,0,7012,0
13385,12500,M,LIQUIDACION,277,18667,18667,12243,1867,350,12243,336,0,0
13386,56607,F,LIQUIDACION,41,19407,6901,4981,8966,0,4981,0,2938,7605.81
13387,56607,M,LIQUIDACION,229,7709,7709,6391,3224,0,6391,0,4485,0
13388,56600,M,LIQUIDACION,270,12425,12425,10691,5520,0,10691,0,6905,0
13389,56625,F,LIQUIDACION,43,15407,9331,6337,1449,313,6337,294,0,3151.75
